,Unnamed: 0,평점,날짜,제목,내용
16,16,5,21.03.29.,친환경패키지로 박스 테이프도 종이 안쪽에 포장지도 다 종이네요 환경을 생각하는 마음 좋습니다만 종이 포장지 특성상 제품에 먼지가 많이 묻어있었어요ㅠㅠ잘 닦아내고 사용시작했,친환경패키지로 박스 테이프도 종이 안쪽에 포장지도 다 종이네요 환경을 생각하는 마음 좋습니다만 종이 포장지 특성상 제품에 먼지가 많이 묻어있었어요ㅠㅠ잘 닦아내고 사용시작했습니다ㅎ 챙겨주신 샘플도 맘에 들었고 블랙쿠션은 역시네요 은은한 유광 패키지에 자석 마감으로 군더더기 없는 딱 마음에 드는 패키지입니다ㅎ 새로운 블랙쿠션 사려고 몇주전부터 기다렸는데 마음에 들어요향은 뭐랄까 나쁘지 않았어요 클렌징 쪽에서 흔히 사용하는 은은한 향ㅎ 촉촉한듯 매트하게 마무리되는 마무리감도 좋고 지속력이나 사용감은 좀 더 사용해본 후 한달후기로 남겨볼게요
17,17,5,21.04.17.,진짜 너무너무너무너무너무 대만족이에요피부가 건조하고 퍼석해서 지속력이나 커버력이 부족해도 촉촉한걸 선호하는 타입 입니다 옆동네 에이지투웨니스만 열개넘게 쓰다가 요즘 마스크,진짜 너무너무너무너무너무 대만족이에요피부가 건조하고 퍼석해서 지속력이나 커버력이 부족해도 촉촉한걸 선호하는 타입 입니다옆동네 에이지투웨니스만 열개넘게 쓰다가 요즘 마스크때문에 다른 쿠션 찾아보다가 헤라 신상 나왔다고 해서 정가보다 저렴하게 구매했는데 너무 만족스러워요참고로 대 건성입니당발림성 발릴때는 촉촉하게 잘 발리는데 도포하고 나면뽀송하게 밀착돼요 피부가 건조함에도 뜨지않음커버력 피부에 붉은 커버할게없어서 그런지 몰라도커버력도 뛰어나요지속력 말하는 직업이라 마스크 쓰고 여덟시간동안 일해본결과 코 끼임은 조금 있었지만 전반적으로 오래 유지됐어요묻어남 코로나 시국에 젤 중요한 부분 진짜 대박이에여직접적으로 닿는 코 부분 외에는 거어어어의안묻어나와요 묻어도 진짜 소량리뷰 이렇게 길게 쓴적없는데 사람바이사람이지만 저는 너무 만족스러운 제품이었습
18,18,5,21.04.05.,헤라블랙쿠션은 처음인데 왜 유명한지 알겠더라고요 커버력이 좋으면 쿠션제형이 좀 두껍고 탁하게 발리는 경우가 많은데 헤라뉴쿠션은 얇게 발리면서도 제 광활한 얼굴의 잡티를 대부분 커버,헤라블랙쿠션은 처음인데 왜 유명한지 알겠더라고요커버력이 좋으면 쿠션제형이 좀 두껍고 탁하게 발리는 경우가 많은데헤라뉴쿠션은 얇게 발리면서도제 광활한 얼굴의 잡티를 대부분 커버해줘서 너무 좋았어요두껍게 발리면 피부가 칙칙해보여서 노티나는데헤라쿠션은 그런게 없어서 좋아요컬러도 짚고 넘어가고 싶어요 저는 웜톤이고 누렁호인데이 제 피부색인 듯 착붙했어요 쿨톤 호도 따로 있어서컬러 스펙트럼이 다양한 것도 좋았고요사은품도 많아서 좋았어요라이브에 참여해서 쿠션가방도 같이 받았는데샘플로 온 립이랑 같이 넣어서수정화장가방으로 간단히 메고다닐 수 있어서 좋더라고요너무 좋다는 글만 있어서 머쓱한데지금 번째 썼는데 딱히 단점이 없어서요가격 ㅋ여긴 사진수 제한도 있고 자세한 심정을전달 할 수 없을 것 같아서 제돈제산 리뷰 링크 남깁니다아 극건성이시라면 좀 불편하실 수도 있을 것 같아요저는 복합성인데 기초 탄탄히 하고 발라서 괜찮았습니다너무 기름진 기초를 하면 그것도 지속력이 오래유히 유분감이 느껴지는 상태에서화장해야 그 진가가 제대로 나타나더라고요봄여름 요긴하게 잘 쓸 것 같습니다
19,19,4,21.04.03.,생각보다 커버력 괜찮구요무엇보다 퍼프가 쫀쫀해서 얼굴에 올리면 다릅니다퍼프는 정말 꼭 사용해 보시길 대 추천소량으로 넓게 펴발라지고피부에 밀착력 끝내줍니다쿠션임에도화장했다 싶,생각보다 커버력 괜찮구요무엇보다 퍼프가 쫀쫀해서얼굴에 올리면 다릅니다퍼프는 정말 꼭 사용해 보시길 대 추천소량으로 넓게 펴발라지고피부에쿠션임에도화장했다 싶게 두껍게 올라가지 않아 넘 좋구요보통 호에 비해 아주 살짝 환합니다마스크 바로 쓰면 잘 안 묻어나는데그만큼 마무리 보송하단 거겠지요하루 종일 쓰고 있으면 적당히 묻어납니다데일리 용으로 딱이에요라이브 이벤트로 받은 가방은진짜 아닙니다북촌 콜라보를 구입할 걸 그랬어요쿠션 넣으면 립스틱도 들어갈까말까 하구요겉에 가죽은 바라지도 않았지만 얇은 비닐수준이고손으로 민 거 보이시죠외형에 스크라치도 많더라구요어디가서 보여주기도 민망해요신랑이 어디서 주워왔냐며사은품 기획팀에서는 헤라 이미지 생각 안하시나봐요
20,20,4,21.05.29.,와 역시 블랙쿠션 쿠션계의 더블웨어네요 어메이징 합니다 우선 향이 사라진점이 너무나도 만족스러워요 헤라바르고 마스크 끼면 완전 마스크안에 향이 가득했는데 그런거 도 없고,와 역시 블랙쿠션 쿠션계의 더블웨어네요 어메이징 합니다 우선 향이 사라진점이 너무나도 만족스러워요 헤라바르고 마스크 끼면 완전 마스크안에 향이 가득했는데 그런거 도 없고 밀착력이 진짜 좋아요 딱 바르면 딱 붙어요 그래서 그런지 이전보다는 커버력이 떨어진 기분이예요ㅠ 쌓이면 쌓이긴 하나 마스크 착용하거나 브러쉬로 쓸고 지나가면 쫌 안예쁘게 밀리는 경향이 있어요 그래서 약간 까지면서 밀려서 안예뻐요 아마 좀 덧발라서 그런거가같기도해요 레이어링 하시는분들 참고하면 좋을거 같아요 마스크에 안묻어나는건 진짜 너무 신기하고요 진짜 블랙쿠션쓰고 수정화장을 한 기억이 없네요 이런 환절기나 여름에 짱짱이고 겨울에는 좀 쨍길수도 있을거같아요 기초짱짱하게 하고해도 퍼프로 바르다보니 기초를 잡아주는부분이 있습니다참고 필자는 복합성이며 지성에 가까운 수부지 입니다 그래서 건성분들은 기초를 정말 잘 해주셔야될거같아요 화사하게 쓰는게 좋아서 라인 샀은데 라인샀다면 커버력이 좀더 좋아보였을까요ㅠㅠ 저는 약간 근데 모공이나 결은 정말 피부 좋아보여요 근데 저만 그런건지 모르겠는데 쿠션열어보니까 거울부분에 비닐이 없었어요 다른분들도 그런건지 구매하시는 분들 참고 되셨으면 좋겠어요
21,21,5,21.05.31.,기존 블랙쿠션호 사용해서 호로 구매했어요정가가 더올랐고 크기도 좀더 커졌고 외관과 퍼프까지 올블랙입니다유통기한도 아주 넉넉하구요오늘 개봉해서 사용해보니 확실히,기존 블랙쿠션호 사용해서 호로 구매했어요정가가 더올랐고 크기도 좀더 커졌고 외관과 퍼프까지 올블랙입니다유통기한도 아주 넉넉하구요오늘 개봉해서 사용해보니 확실히 밀착력이 좋아진거 같아요기존블랙쿠션과 함께 만족합니다 역시 헤라쿠션퍼프가 일단 더 쫀득해진 느낌이랄까요기존 블랙쿠션에 새퍼프 사용해보니 차이가 느껴졌어요퍼프만 따로 또 주문했습니다ㅋㅋ
22,22,5,21.04.15.,월요일 주문했고 목요일에 받았습니다 송장번호만 입력되고 배송현황 조회가 안 되길래 소포가 작아 분실된 것은 아닌지 많이 걱정했는데 다행히 잘 받았습니다 친절하게 문의에 답변해주,월요일 주문했고 목요일에 받았습니다 송장번호만 입력되고 배송현황 조회가 안 되길래 소포가 작아 분실된 것은 아닌지 많이 걱정했는데 다행히 잘 받았습니다 친절하게 문의에 답변해주셔서 담당자분 감사합니다우선 쿠션을 구매하기 전에 고민을 정말 많이 했습니다 쿠션들은 다 지들이 최고라며 지속력이 이틀넘고 완벽한 커버를 자랑한다고 떠들어대는 녀석들을 싹다 구매해봤지만 컬러커버밀착지속 완벽한 쿠션은 없었습니다 그러던 중에 마스크 시국을 맞이하고는 파운데이션 프리 상태로 나돌아다니는 탓에 마스크에 파운데이션이 묻는 게 너무너무 싫어서 파데프리로 다녔더랬죠사진 보면 아시겠지만 저는 자궁자식의 횡포로 턱드름이 많은 편이라 ㅠㅠ 마스크를 벗어야할 때면 너무 의식되기도 하고 그래서 쿠션을 찾던 와중에 블랙쿠션이 리뉴얼 되었다는 소식을 접했습니다 노래서 전혀 손이 안 가더군요 저는 흰편이라 타사 쿠션도 무조건 밝은홋수를 사용하고 있습니다 가장 색상이 잘 맞는 파운데이션은 사의 퍼펙팅 머시기  입니다흰 피부에서도 밝고 화사한 색감을 선택할 수 있을만큼 넓은 바리에이션 지속력마스크시국을 겨냥하여 다더욱 마스크에 묻지않는다는 밀착력까지수없이 쌓여진나동그라져있는 쿠션들을 뒤로하고 또 새로운 쿠션을 입양하는 것이 과연 옳은가 컬러는 어느 것을 선택해야 하는가 끝없는 고민과 서칭 끝에 호를 구매 했습니닷서론이 길었지요 네 제가 말이 좀 많습니다결론을 말씀드리자면 쓸데없는 고민이었다입니다 겁나 좋습니다정말 얇고 밀착이 잘 됩니다 마스크로 얼굴을 벅벅 문질러 닦지 않는 이상 마스크에 거의 묻어나지 않습니다이건 좀 신기할정도 버리면 아무리 잘 발라도 얼굴에 입체감이 없어지고 화장이 두꺼워보이기 때문에 저는 턱주가리에만 컨실러 토토톳 하면 으아니 세상에 나는야 꿀피부 밝은 피부라서 쿠션을 구입하고 나면 가부키처럼 허옇기만 한 경우가 많았는데 적당히 복숭아빛 적당히 상아빛 어느 톤에도 치우치지 않아 가방 안에서 헤까닥 열려 퍼프 혼자 나뒹굴 일도 없습니다 퍼프는 손닿는 부분이  퍼프가 먹은 파운데이션을 죄다 뱉어내며 차곡차곡 쌓이는 느낌입니다 퍼프가 떡이 안 집니다 뭔지 아시죠 퍼프가 떡지는 거 얼굴에 두드릴때마다 췁 췁 소리나며 끈적거리는 느낌 그거 아니고 퍼프가 사용후에도 보송보송한 느낌입니다 가격이 쬐끔 비싸지만 쫌 비싸야 들고다닐 맛도 나고 그렇잖아요 리필까지 다 쓰고났을 때에 사은품을 또 왕창 주신다면 재구매할 의향도 있습니다 아디오쓰
23,23,5,21.03.30.,역시 헤라블쿠 기대를 지지 않아요 너무 좋아요 케이스도 완전 카리스마 넘치네요 솔직하게 아이새로나온 쿠션 써보고 커버도 그닥에 파우더 처리 안 하면 마스크 너무 잘 묻어서,역시 헤라블쿠 기대를 지지 않아요 너무 좋아요 케이스도 완전 카리스마 넘치네요 솔직하게 아이새로나온 쿠션 써보고 커버도 그닥에 파우더 처리 안 하면 마스크 너무 잘 묻어서ㅠㅠ 정말 실망했는데 헤라 블쿠 리뉴얼 넘 좋아요 향도 원래 헤라향 좋아했었는데 새로운 향도 좋아요 막 매트하진 않고 세미매트에 화사하게 잘 올라옵니다 커버야 두말하면 입 아프고요 원래 기존 블쿠는  로제썼었는데 이번엔  아이보리 샀어요 뉴트럴톤이라는데 살짝 핑크톤 도는 듯 해요 여튼 넘 좋네요 두말하면 입 아플듯
24,24,4,21.05.23.,전에 헤라 블랙 파운데이션 호를 쓴적이 있는데 그건 너무 채도가 높아서 제 목은 노란데 얼굴은 주황색이 되더라구요 그래서 쓰다가 동생주고 이번에 리뉴얼된 블랙쿠션 호는 좀,전에 헤라 블랙 파운데이션 호를 쓴적이 있는데 그건 너무 채도가 높아서 제 목은 노란데 얼굴은 주황색이 되더라구요 그래서 쓰다가 동생주고 이번에 리뉴얼된 블랙쿠션 호는 좀 밝게 나왔다고 들어서 속는셈치고 다시 사봤는데 파운데이션보다는 주황끼가 많이 빠진거 같아서 조으네요 커버력은 다들 엄청 좋다고 하는데 저는 트러블이 많은 피부라붉은기 잡아주는 정도 애초에 제 피부를 커버할수있을거란 기대는 하지않았기 때문에 크게 실망하진 않았어요블랙파데보다 커버력이 약한느낌이에오 두껍게 올리면 커버가 더 잘될거같긴 한데 마스크 껴야하니까 그냥 커버력 포기하고 얇게 두겹정도 바른 상태로 찍은 사진입니당 쿠션이 넘 예쁘게 생겨서 바라만봐도 기부니 좋아집니다키키
25,25,5,21.03.31.,저는 건성이지만 여름에 지복합성 피부가 되어 여름용 쿠션으로 블랙 쿠션 몇 년간 사용했어요 사실 봄부터 사용하지만요기존에 케이스에 리필제품만 갈아 끼워서 사용했는데 이번에 리뉴,저는 건성이지만 여름에 지복합성 피부가 되어 여름용 쿠션으로 블랙 쿠션 몇 년간 사용했어요 사실 봄부터 사용하지만요기존에 케이스에 리필제품만 갈아 끼워서 사용했는데 이번에 리뉴얼 제품 물건이네요 ㅇㅇ 기존 제품보다 두께감이 느껴지지 않아요 오자마자 뜯어서 아침에 사용했는데 기존 것보다 밀착감 있게 피부에 얹어져요 기존처럼 커버력도 좋아요 얇은데 커버력이 높은 편이라 큰 잡티 아니면 컨실러 안 써도 될 것 같아요 요새 마스크를 쓰니 크게 부담 없어요 마스크에 묻어남도 적어요 저는 ㄴㅇ쿠션도 많이 묻어서 솔직히 별로였어요 그것보다 전 블랙 쿠션이 더 나아요  오늘 하루 지나야 제대로 알겠지만  저는 호로 무난한 편이지만 이번에 색상도 다양하게 출시되어 다른 피부톤 분들에게 산택의 폭이 넓은 것 같아요 퍼프가 바뀌였어요 그전엔 파우더리하게 마무리해 주었다면 이번에 광이 좀 돌게 그렇지만 밀착력 높게 해주는 퍼프 같아요 퍼프 윗면이 가족이라 더  자석으로 여는 방법으로 달라졌어요 다만 아쉬움 점은 케이스가 유광이고 뭔가   ㅠ좋았어요 포장도 환경을 생각해서 종이테이프 종이 완충제를 쓴 것도 신경 많이 썼구나 느껴졌고요앞으로도 더운 날에는 블랙 쿠션으로 사용할 것 같아요
